"","d1.53","d1.27","d1.18","d1.25","d1.29","d1.2","d1.16","d1.33","d1.13","d1.17","d1.50","d4.40","d1.6","d1.43","d1.5","d1.21","d1.49","d1.52","d1.41","d1.4","d1.38","d1.20","d1.3","d1.8","d1.26","d1.42","d4.34","d1.10","d1.31","d1.30","d1.32","d1.19","d1.47","d1.36","d1.11","d1.37","d1.9","d4.51","d1.39","d1.35","d1.45","d1.12","d1.22"
"hsa-miR-486-5p hsa-mir-486-1",16570,26669,34452,71519,22129,74117,19147,145886,96481,22658,7383,27175,71376,26271,102454,202429,6977,18903,49108,100796,55161,56146,61628,33328,21295,42689,14584,9168,57538,139502,29887,75241,86168,17052,37210,179413,87943,27876,24434,3172,18484,49065,80867
"hsa-miR-486-5p hsa-mir-486-2",16363,26291,34144,68927,22004,73498,18985,144690,96458,22410,7533,27191,70729,25812,102159,199022,6879,18729,48698,100831,54065,54143,61304,33134,20744,42240,14277,9076,55909,138487,30279,74319,85211,16845,36620,176490,86380,27477,24156,3097,18186,48547,79117
"hsa-miR-487a-5p hsa-mir-487a",30,16,23,1,352,425,6,346,179,69,132,83,41,74,161,22,124,204,138,323,20,8,55,32,0,84,64,0,22,93,110,538,115,35,167,68,553,103,23,80,41,368,60
"hsa-miR-487b-5p hsa-mir-487b",0,0,0,0,25,18,1,17,27,0,0,0,4,0,0,1,0,13,3,41,0,0,14,5,2,0,25,0,0,23,1,0,0,0,0,30,26,0,7,0,0,15,3
"hsa-miR-488-5p hsa-mir-488",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-489-5p hsa-mir-489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-490-5p hsa-mir-490",591,96,68,0,516,118,43,392,203,158,142,369,55,216,251,2,220,383,294,1337,167,3,247,427,8,165,328,83,286,58,274,347,171,207,58,169,140,108,238,35,119,531,291
"hsa-miR-491-5p hsa-mir-491",744,191,68,32,242,50,4,133,165,159,0,29,594,17,79,99,78,498,377,349,40,3,293,81,29,72,316,6,45,69,55,141,0,165,254,90,283,158,215,0,64,234,0
"hsa-miR-492 hsa-mir-492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-493-5p hsa-mir-493",69,22,16,14,603,565,1,281,384,197,0,127,125,61,62,41,364,1107,145,610,0,73,229,81,26,41,37,1,13,42,112,89,176,117,502,198,401,189,55,34,31,216,162
"hsa-miR-494-5p hsa-mir-494",0,8,0,0,71,17,0,58,13,18,0,0,5,13,31,0,22,25,11,34,27,2,12,1,3,20,0,0,18,8,19,1,0,0,39,26,35,15,12,7,17,29,8
"hsa-miR-495-5p hsa-mir-495",10,1,0,21,38,0,1,18,0,12,0,42,10,0,0,2,34,100,24,54,0,5,0,0,0,11,14,1,0,29,54,0,77,24,18,15,26,11,0,0,0,18,11
"hsa-miR-497-5p hsa-mir-497",51,159,0,0,11,0,175,0,41,20,0,19,3,0,0,143,9,19,0,48,22,133,43,72,48,56,0,6,185,28,0,0,0,0,75,78,0,103,37,7,0,1,124
"hsa-miR-498-5p hsa-mir-498",0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4999-5p hsa-mir-4999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,11,0,0,0,0
"hsa-miR-499a-5p hsa-mir-499a",300,148,27,1,40,41,699,27,207,91,77,76,149,21,109,203,263,300,110,169,44,54,616,383,57,282,67,1,213,34,20,43,200,134,142,256,40,1116,155,6,2,108,254
"hsa-miR-499b-5p hsa-mir-499b",0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"hsa-miR-5000-5p hsa-mir-5000",0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-5001-5p hsa-mir-5001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-5002-5p hsa-mir-5002",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"hsa-miR-5003-5p hsa-mir-5003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5004-5p hsa-mir-5004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5006-5p hsa-mir-5006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5007-5p hsa-mir-5007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5008-5p hsa-mir-5008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5009-5p hsa-mir-5009",0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,14,0,0,0,0,0,0,0
"hsa-miR-500a-5p hsa-mir-500a",54,38,0,0,0,0,43,0,0,0,0,0,6,0,0,3,0,15,30,14,19,22,18,0,13,0,19,17,80,0,0,0,0,0,0,59,0,35,31,0,0,0,114
"hsa-miR-500b-5p hsa-mir-500b",43,38,0,0,0,0,43,0,0,0,0,0,6,0,0,1,0,15,30,0,19,19,0,0,13,0,19,0,79,0,0,0,0,0,0,59,0,35,31,0,0,0,86
"hsa-miR-501-5p hsa-mir-501",32,40,33,0,12,0,69,0,0,18,0,0,44,9,0,1,0,36,18,45,42,2,30,0,15,15,0,0,36,0,0,0,0,0,15,47,50,30,26,0,26,27,206
"hsa-miR-5010-5p hsa-mir-5010",21,12,4,10,12,57,0,81,0,0,0,0,10,9,15,36,0,0,17,29,38,21,4,32,0,0,19,0,52,35,0,0,0,0,9,32,12,0,1,0,0,0,22
"hsa-miR-5011-5p hsa-mir-5011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-502-5p hsa-mir-502",0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,15,0,0,0,0,20
"hsa-miR-503-5p hsa-mir-503",308,86,45,72,115,62,111,129,407,338,0,126,462,14,377,188,236,154,212,532,127,29,257,102,71,302,121,8,278,190,1,42,3,37,296,675,109,344,154,20,27,234,876
"hsa-miR-504-5p hsa-mir-504",20,6,0,0,4,35,7,28,21,5,0,16,129,0,0,3,0,9,0,183,0,2,44,0,6,134,0,0,111,0,1,81,0,0,0,34,19,1,31,0,0,0,57
"hsa-miR-505-5p hsa-mir-505",332,439,23,164,273,774,115,129,275,62,104,759,411,204,541,743,64,141,255,910,425,65,283,163,113,123,172,29,207,353,122,251,165,81,315,654,281,341,219,0,135,128,359
"hsa-miR-506-5p hsa-mir-506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-508-5p hsa-mir-508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5087 hsa-mir-5087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5088-5p hsa-mir-5088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5089-5p hsa-mir-5089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-509-5p hsa-mir-509-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-509-5p hsa-mir-509-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-509-3-5p hsa-mir-509-3",0,20,0,0,0,0,0,0,17,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5090 hsa-mir-5090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-5091 hsa-mir-5091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5094 hsa-mir-5094",0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1
"hsa-miR-510-5p hsa-mir-510",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-511-5p hsa-mir-511",40,12,0,0,0,0,2,0,89,23,0,0,6,0,79,21,0,33,24,94,12,15,65,32,34,19,20,0,39,21,0,0,0,0,7,14,17,45,6,0,0,0,81
"hsa-miR-512-5p hsa-mir-512-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-512-5p hsa-mir-512-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-513a-5p hsa-mir-513a-1",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-513a-5p hsa-mir-513a-2",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-513b-5p hsa-mir-513b",0,0,0,16,0,1,0,0,0,5,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-513c-5p hsa-mir-513c",0,8,0,194,1,71,0,0,0,85,9,12,0,194,205,0,25,8,21,17,0,1,1,0,27,0,0,3,0,21,0,0,129,0,7,0,0,10,4,0,3,0,0
"hsa-miR-514a-5p hsa-mir-514a-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-514a-5p hsa-mir-514a-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-514a-5p hsa-mir-514a-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-514b-5p hsa-mir-514b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-515-5p hsa-mir-515-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-515-5p hsa-mir-515-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-516a-5p hsa-mir-516a-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-516a-5p hsa-mir-516a-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-516b-5p hsa-mir-516b-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-516b-5p hsa-mir-516b-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-517-5p hsa-mir-517a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-517-5p hsa-mir-517b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-517-5p hsa-mir-517c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5187-5p hsa-mir-5187",37,30,1,31,6,0,0,0,0,0,142,86,0,13,0,34,0,0,41,45,42,16,7,0,6,15,18,0,22,30,0,34,0,30,0,70,0,0,18,0,25,1,12
"hsa-miR-5189-5p hsa-mir-5189",19,0,0,0,15,66,0,46,0,11,0,33,0,2,0,27,0,27,10,36,26,0,0,29,0,0,18,4,14,17,0,0,0,0,25,0,0,0,0,0,0,0,0
"hsa-miR-518a-5p hsa-mir-518a-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-518a-5p hsa-mir-518a-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-518c-5p hsa-mir-518c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-518d-5p hsa-mir-518d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-518e-5p hsa-mir-518e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-518f-5p hsa-mir-518f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5195-5p hsa-mir-5195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5196-5p hsa-mir-5196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5197-5p hsa-mir-5197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-519a-5p hsa-mir-519a-1",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,11,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,34
"hsa-miR-519a-2-5p hsa-mir-519a-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-519b-5p hsa-mir-519b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-519c-5p hsa-mir-519c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-519d-5p hsa-mir-519d",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-519e-5p hsa-mir-519e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520a-5p hsa-mir-520a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520b-5p hsa-mir-520b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520c-5p hsa-mir-520c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520d-5p hsa-mir-520d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520e-5p hsa-mir-520e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520f-5p hsa-mir-520f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520g-5p hsa-mir-520g",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-522-5p hsa-mir-522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-523-5p hsa-mir-523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-524-5p hsa-mir-524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-525-5p hsa-mir-525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-526a-5p hsa-mir-526a-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-526a-5p hsa-mir-526a-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-526b-5p hsa-mir-526b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-527 hsa-mir-527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-532-5p hsa-mir-532",5519,4952,1643,1333,1846,2849,1464,5220,3245,4060,1194,2547,6118,1234,4266,5478,2493,3710,5416,8634,3982,666,5068,2933,1429,6512,4624,371,8931,4448,844,1958,2207,1746,5143,7778,2514,5482,3503,256,1914,3775,6243
"hsa-miR-539-5p hsa-mir-539",0,1,0,0,63,28,1,0,0,32,0,0,4,0,0,2,26,217,15,21,0,35,0,0,6,29,16,0,2,0,0,0,0,0,0,33,23,0,0,0,0,0,21
"hsa-miR-541-5p hsa-mir-541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"hsa-miR-542-5p hsa-mir-542",3402,5847,313,460,434,464,424,892,508,1538,740,917,2201,482,1102,1378,1214,1318,2178,2755,1632,128,1112,514,231,3922,1869,42,3292,292,190,971,452,976,2096,3572,810,1454,1313,17,958,1909,913
"hsa-miR-545-5p hsa-mir-545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548a-5p hsa-mir-548a-3",0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ab hsa-mir-548ab",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,5,0,0,0,2
"hsa-miR-548ad-5p hsa-mir-548ad",91,109,19,67,42,19,96,71,35,135,0,78,42,23,68,105,48,213,101,270,89,31,101,17,32,196,63,0,166,164,26,125,0,42,113,211,39,41,95,25,23,115,112
"hsa-miR-548ae-5p hsa-mir-548ae-2",182,110,30,73,71,19,112,125,74,139,0,78,67,23,68,158,127,240,101,248,84,32,111,18,32,197,63,4,183,180,26,125,0,61,180,232,74,70,95,25,23,133,113
"hsa-miR-548ag hsa-mir-548ag-1",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,24,0,0,0,0,18
"hsa-miR-548ag hsa-mir-548ag-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,17,15,0,0,24,0,0,0,0,18
"hsa-miR-548ah-5p hsa-mir-548ah",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ai hsa-mir-548ai",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-548aj-5p hsa-mir-548aj-2",0,0,0,0,0,0,0,2,0,0,0,0,7,4,28,0,0,19,0,23,0,0,1,1,10,0,0,5,1,5,0,0,0,0,0,6,5,13,0,0,0,0,11
"hsa-miR-548ak hsa-mir-548ak",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548am-5p hsa-mir-548am",127,13,27,11,71,59,39,57,101,42,0,0,84,12,68,0,68,88,62,99,9,11,26,67,3,12,56,0,32,47,0,0,0,32,93,65,24,52,12,6,27,17,2
"hsa-miR-548an hsa-mir-548an",19,0,11,6,0,0,0,0,0,8,0,0,0,0,36,1,0,23,16,0,0,0,0,0,3,21,0,0,7,7,0,31,0,0,9,8,0,0,0,0,0,0,21
"hsa-miR-548ao-5p hsa-mir-548ao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ap-5p hsa-mir-548ap",1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,40,0,5,3,0,1,0,0,0,0,0,14,0,2,0,0,0,1,0,1,12,0,0,0,1,0
"hsa-miR-548aq-5p hsa-mir-548aq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-548aq-3p hsa-mir-548aq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,8,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"hsa-miR-548ar-5p hsa-mir-548ar",0,0,0,0,0,0,0,0,0,0,0,0,7,4,28,0,0,11,0,0,0,0,1,1,10,0,0,5,1,5,0,0,0,0,0,6,5,13,0,0,0,0,11
"hsa-miR-548ar-3p hsa-mir-548ar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548as-5p hsa-mir-548as",0,14,0,0,0,32,60,1,22,8,0,0,30,0,0,0,0,10,11,0,0,1,0,0,0,9,28,0,0,0,0,0,0,0,18,1,0,14,17,0,0,0,0
"hsa-miR-548as-3p hsa-mir-548as",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548at-5p hsa-mir-548at",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,8,0,42,0,0,0,0,1,0,0,0,8,32,0,0,0,0,0,25,12,6,8,0,0,0,48
